Date,Sub Category,Plant,Vendor,Defect Type,Material Type,Defect,Downtime min,Defect Qty
10/17/2014 0:00,Mechanicals,"Toledo, OH",Fax-ex,No Impact,Raw Materials,Not Certified,0,0
10/16/2014 0:00,Logistics,"Bangor, MI",Quotelane,Impact,Labels,Cut Box,6,36
10/16/2014 0:00,Logistics,"Bangor, MI",Sanlab,Impact,Corrugate,Too Stiff,60,2759
10/16/2014 0:00,Mechanicals,"Indianapolis, IN",O-job,No Impact,Raw Materials,Misc,0,8544
10/16/2014 0:00,Mechanicals,"Indianapolis, IN",xx-bam,No Impact,Raw Materials,Not Certified,0,2136
10/16/2014 0:00,Mechanicals,"Indianapolis, IN",Fax-ex,No Impact,Raw Materials,Not Certified,0,7120
10/16/2014 0:00,Mechanicals,"Indianapolis, IN",xx-bam,No Impact,Raw Materials,Not Certified,0,9790
10/16/2014 0:00,Mechanicals,"Indianapolis, IN",Kincorporation,No Impact,Raw Materials,Not Certified,0,14952
10/16/2014 0:00,Mechanicals,"Indianapolis, IN",Truebam,No Impact,Raw Materials,Not Certified,0,16643
10/16/2014 0:00,Mechanicals,"Kalamazoo, MI",Strongtechnology,No Impact,Raw Materials,Not Certified,0,325356
10/16/2014 0:00,Mechanicals,"Elgin, IL",Conehotice,No Impact,Raw Materials,Bad Parameters,0,16910
10/16/2014 0:00,Materials & Components,"Chicago, IL",Xx-canex,No Impact,Raw Materials,Not Certified,0,10680
10/16/2014 0:00,Materials & Components,"Chicago, IL",Dentocity,Rejected,Film,Failed Tension Test,0,8464
10/16/2014 0:00,Materials & Components,"Chicago, IL",Dentocity,Rejected,Film,Failed Tension Test,0,10858
10/16/2014 0:00,Materials & Components,"Chicago, IL",Dentocity,Rejected,Film,Expired,0,15148
10/16/2014 0:00,Materials & Components,"Chicago, IL",Quotelane,No Impact,Labels,Mishandled,0,890
10/16/2014 0:00,Materials & Components,"Chicago, IL",Zentrax,Rejected,Labels,No Crank,0,138306
10/16/2014 0:00,Mechanicals,"Indianapolis, IN",Quotelane,No Impact,Film,Incorrect Dimensions,0,3433
10/16/2014 0:00,Logistics,"Bangor, MI",Sanin,Rejected,Batteries,Foreign objects found,0,262
10/16/2014 0:00,Materials & Components,"Chicago, IL",Trio-dax,Impact,Glass,Packaging Damaged,0,0
10/16/2014 0:00,Materials & Components,"Chicago, IL",Trio-dax,No Impact,Glass,Packaging Damaged,0,0
10/16/2014 0:00,Materials & Components,"Chicago, IL",Trio-dax,No Impact,Glass,Foreign Objects,0,0
10/16/2014 0:00,Materials & Components,"Chicago, IL",Trio-dax,No Impact,Glass,Damaged in Transit,0,0
10/16/2014 0:00,Materials & Components,"Chicago, IL",Reddoit,No Impact,Corrugate,Scrap attached,0,0
10/16/2014 0:00,Mechanicals,"Toledo, OH",Howtaxon,No Impact,Raw Materials,Not Certified,0,0
10/15/2014 0:00,Mechanicals,"Elgin, IL",Strongtechnology,Impact,Raw Materials,Bad Parameters,180,15486
10/15/2014 0:00,Packaging,"Detriot, MI",Solholdings,Rejected,Molds,Other,45,63440
10/15/2014 0:00,Mechanicals,"Skokie, IL",Fax-ex,Rejected,Raw Materials,Foreign Material,180,481
10/15/2014 0:00,Mechanicals,"Skokie, IL",citydexon,Rejected,Raw Materials,Contamination,999,8075
10/15/2014 0:00,Logistics,Cincinnati OH,Reddoit,Impact,Corrugate,Wrong Fasteners,30,45
10/15/2014 0:00,Packaging,"Northbrook, IL",xx-way,Impact,Corrugate,Delamination,10,54
10/15/2014 0:00,Logistics,Cincinnati OH,Damdexon,Impact,Corrugate,Wrong Fasteners,90,63
10/15/2014 0:00,Mechanicals,"Indianapolis, IN",Daltfax,No Impact,Raw Materials,Not Certified,0,6665
10/15/2014 0:00,Mechanicals,"Indianapolis, IN",Daltfax,No Impact,Raw Materials,Not Certified,0,9612
10/15/2014 0:00,Mechanicals,"Indianapolis, IN",Howtaxon,No Impact,Raw Materials,Not Certified,0,9612
10/15/2014 0:00,Mechanicals,"Indianapolis, IN",Dingity,No Impact,Raw Materials,Not Certified,0,32752
10/15/2014 0:00,Mechanicals,"Elgin, IL",Strongtechnology,No Impact,Raw Materials,Bad Parameters,0,10638
10/15/2014 0:00,Mechanicals,"Elgin, IL",Canemedkix,No Impact,Raw Materials,Bad Parameters,0,16020
10/15/2014 0:00,Mechanicals,"Elgin, IL",Blue-tech,No Impact,Raw Materials,Bad Parameters,0,16910
10/15/2014 0:00,Mechanicals,"Elgin, IL",Zotcare,No Impact,Raw Materials,Bad Parameters,0,28480
10/15/2014 0:00,Mechanicals,"Elgin, IL",Canex,No Impact,Raw Materials,Bad Parameters,0,28480
10/15/2014 0:00,Mechanicals,"Elgin, IL",J-lax,No Impact,Raw Materials,Bad Parameters,0,42720
10/15/2014 0:00,Mechanicals,"Elgin, IL",Zaamhouse,No Impact,Raw Materials,Out of Spec,0,6729
10/15/2014 0:00,Mechanicals,"Elgin, IL",Zaamhouse,Impact,Raw Materials,Foreign Material,0,17569
10/15/2014 0:00,Materials & Components,"Chicago, IL",D-quadlux,No Impact,Raw Materials,Bad Parameters,0,34710
10/15/2014 0:00,Logistics,"Milwaukee, Wi",Scotcan,No Impact,Raw Materials,Bad Parameters,0,35600
10/15/2014 0:00,Logistics,"Milwaukee, Wi",Plextechi,Rejected,Raw Materials,Codes Wrong,0,171325
10/15/2014 0:00,Logistics,"Milwaukee, Wi",Reddoit,Rejected,Corrugate,Warping,0,1
10/15/2014 0:00,Electrical,"Grand Rapids, MI",Reddoit,No Impact,Corrugate,Poor Fit,0,490
10/15/2014 0:00,Mechanicals,"Indianapolis, IN",Subdrill,No Impact,Controllers,Print Problems,0,445
10/15/2014 0:00,Electrical,"Grand Rapids, MI",Blueit,Rejected,Carton,Cartons Not Opening,0,3805
10/15/2014 0:00,Electrical,"Grand Rapids, MI",Blueit,Rejected,Carton,Tops Short,0,9724
10/15/2014 0:00,Electrical,"Grand Rapids, MI",ontotam,Rejected,Carton,Printing Defects,0,3382
10/15/2014 0:00,Electrical,"Grand Rapids, MI",ontotam,No Impact,Carton,Printing Defects,0,13528
10/15/2014 0:00,Electrical,"Grand Rapids, MI",Ventocore,Rejected,Electrolytes,Bad Fit,0,13528
10/15/2014 0:00,Goods & Services,"Monon, IN",Fax-ex,No Impact,Raw Materials,Not Certified,0,0
10/14/2014 0:00,Packaging,"Rockford, IL",Instrip,Impact,Carton,Misc,5,1095
10/14/2014 0:00,Logistics,Cincinnati OH,Dentocity,Impact,Film,Wrong Shade of Color,47,2084
10/14/2014 0:00,Mechanicals,"Indianapolis, IN",O-job,No Impact,Raw Materials,Foreign Material,0,25632
10/14/2014 0:00,Mechanicals,"Elgin, IL",zotit,No Impact,Raw Materials,Bad Parameters,0,491
10/14/2014 0:00,Mechanicals,"Elgin, IL",zotit,No Impact,Raw Materials,Bad Parameters,0,890
10/14/2014 0:00,Mechanicals,"Kalamazoo, MI",Zoodrill,No Impact,Raw Materials,Bad Parameters,0,22
10/14/2014 0:00,Mechanicals,"Green Bay, WI",Fasetech,No Impact,Raw Materials,Bad Parameters,0,8544
10/14/2014 0:00,Mechanicals,"Skokie, IL",citydexon,Rejected,Raw Materials,Contamination,0,8075
10/14/2014 0:00,Goods & Services,"Monon, IN",Siliconcore,No Impact,Raw Materials,Not Certified,0,89
10/14/2014 0:00,Mechanicals,"Toledo, OH",Lazap,No Impact,Raw Materials,Out of Spec,0,0
10/14/2014 0:00,Goods & Services,"Monon, IN",zoofan,No Impact,Raw Materials,Not Certified,0,0
10/14/2014 0:00,Goods & Services,"Monon, IN",Dingquokix,No Impact,Raw Materials,Not Certified,0,0
10/14/2014 0:00,Goods & Services,"Monon, IN",Fax-ex,No Impact,Raw Materials,Not Certified,0,0
10/14/2014 0:00,Goods & Services,"Monon, IN",Zoodrill,No Impact,Raw Materials,Not Certified,0,0
10/14/2014 0:00,Goods & Services,"Monon, IN",Villacom,No Impact,Raw Materials,Not Certified,0,0
10/14/2014 0:00,Goods & Services,"Monon, IN",Ittam,No Impact,Raw Materials,Not Certified,0,0
10/14/2014 0:00,Goods & Services,"Monon, IN",Zoomhex,No Impact,Raw Materials,Not Certified,0,0
10/13/2014 0:00,Logistics,"Bangor, MI",Keyzunbase,Impact,Molds,Other,90,98497
10/13/2014 0:00,Mechanicals,"Indianapolis, IN",Duo-fase,No Impact,Raw Materials,Wrong Specifications,0,534
10/13/2014 0:00,Mechanicals,"Elgin, IL",Funlax,No Impact,Raw Materials,Bad Parameters,0,5
10/13/2014 0:00,Mechanicals,"Elgin, IL",planetron,No Impact,Raw Materials,Bad Parameters,0,5340
10/13/2014 0:00,Mechanicals,"Elgin, IL",Singleholdings,No Impact,Raw Materials,Bad Parameters,0,14018
10/13/2014 0:00,Mechanicals,"Elgin, IL",Newzap,No Impact,Raw Materials,Bad Parameters,0,16020
10/13/2014 0:00,Mechanicals,"Elgin, IL",Zotcare,No Impact,Raw Materials,Bad Parameters,0,28480
10/13/2014 0:00,Mechanicals,"Elgin, IL",Canex,No Impact,Raw Materials,Bad Parameters,0,28480
10/13/2014 0:00,Mechanicals,"Elgin, IL",Howtaxon,No Impact,Raw Materials,Bad Parameters,0,37825
10/13/2014 0:00,Mechanicals,"Elgin, IL",Lazap,No Impact,Raw Materials,Bad Parameters,0,42720
10/13/2014 0:00,Mechanicals,"Elgin, IL",J-lax,No Impact,Raw Materials,Bad Parameters,0,42720
10/13/2014 0:00,Logistics,"Davenport, IA",Tantax,No Impact,Raw Materials,Bad Parameters,0,5340
10/13/2014 0:00,Packaging,"Rockford, IL",xx-way,Rejected,Corrugate,Damaged in Transit,0,957
10/13/2014 0:00,Mechanicals,"Indianapolis, IN",Quotelane,No Impact,Film,Split Seams,0,0
10/13/2014 0:00,Mechanicals,"Toledo, OH",Zoodrill,No Impact,Raw Materials,Out of Spec,0,0
10/13/2014 0:00,Mechanicals,"Toledo, OH",Templax,No Impact,Raw Materials,Misc,0,0
10/13/2014 0:00,Logistics,"Dayton, OH",saltlab,No Impact,Raw Materials,Mishandled,0,0
10/12/2014 0:00,Logistics,"Springfield, IL",Plustax,Impact,Batteries,Tubs Stuck,12,0
10/12/2014 0:00,Logistics,"Springfield, IL",Plustax,Impact,Composites,Tubs Stuck,12,0
10/12/2014 0:00,Logistics,"Springfield, IL",Plustax,Impact,Controllers,Warped,360,17
10/12/2014 0:00,Logistics,"Bangor, MI",Quotelane,Impact,Labels,Misc,60,1
10/12/2014 0:00,Logistics,"Bangor, MI",Quotelane,Impact,Labels,Split Seams,15,2670
10/12/2014 0:00,Packaging,"Detriot, MI",Keyzunbase,Rejected,Molds,Other,30,6942
10/12/2014 0:00,Packaging,"Detriot, MI",Keyzunbase,Rejected,Molds,Other,45,18397
10/12/2014 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Corrugate Falling Apart,60,41
10/12/2014 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Poor Pairing,15,54
10/12/2014 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Poor Pairing,15,303
10/12/2014 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Poor Pairing,60,349
10/12/2014 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Poor Pairing,15,526
10/12/2014 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Poor Pairing,30,526
10/12/2014 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,No Bar Code,240,648
10/12/2014 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Poor Pairing,20,1068
10/12/2014 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Errors in Packaging,35,1585
10/12/2014 0:00,Logistics,Cincinnati OH,Damdexon,Impact,Corrugate,Wrong Fasteners,60,356
10/12/2014 0:00,Mechanicals,"Indianapolis, IN",Itcantrans,No Impact,Raw Materials,Not Certified,0,2270
10/12/2014 0:00,Mechanicals,"Indianapolis, IN",Singleholdings,No Impact,Raw Materials,Not Certified,0,12015
10/12/2014 0:00,Materials & Components,"Chicago, IL",Joyancom,Rejected,Raw Materials,Bad Parameters,0,5874
10/12/2014 0:00,Goods & Services,"Monon, IN",Zunhouse,Rejected,Raw Materials,Incorrect Material,0,363
10/12/2014 0:00,Goods & Services,"Monon, IN",Zunhouse,Rejected,Raw Materials,Incorrect Material,0,371
10/12/2014 0:00,Electrical,"Grand Rapids, MI",Zamholdings,Rejected,Packaging,String Defects,0,90
10/12/2014 0:00,Electrical,"Grand Rapids, MI",Itdom,Rejected,Packaging,Does Not Run,0,295
10/12/2014 0:00,Electrical,"Grand Rapids, MI",Itdom,Rejected,Packaging,Does Not Run,0,327
10/12/2014 0:00,Mechanicals,"Indianapolis, IN",Dongbiolex,No Impact,Electrolytes,Misc,0,72
10/12/2014 0:00,Logistics,"Dayton, OH",Dontam,No Impact,Raw Materials,Out of Support,0,0
10/12/2014 0:00,Logistics,"Dayton, OH",Dontam,No Impact,Raw Materials,Misc,0,0
10/12/2014 0:00,Goods & Services,"Monon, IN",Ronvivalam,No Impact,Raw Materials,Not Certified,0,0
10/12/2014 0:00,Goods & Services,"Monon, IN",Scotcan,No Impact,Raw Materials,Not Certified,0,0
10/11/2014 0:00,Packaging,"Detriot, MI",Keyzunbase,Rejected,Molds,Other,0,60164
10/10/2014 0:00,Mechanicals,"Indianapolis, IN",Dripvivadex,No Impact,Raw Materials,Not Certified,0,19
10/10/2014 0:00,Mechanicals,"Indianapolis, IN",Dripvivadex,No Impact,Raw Materials,Not Certified,0,81
10/10/2014 0:00,Mechanicals,"Indianapolis, IN",Iceelectrics,Impact,Raw Materials,Not Certified,0,2403
10/10/2014 0:00,Goods & Services,"Monon, IN",Sanlab,Rejected,Corrugate,Gaps,0,801
10/9/2014 0:00,Logistics,Cincinnati OH,Plustax,Impact,Controllers,Damaged,60,1
10/9/2014 0:00,Logistics,Cincinnati OH,Plustax,Impact,Controllers,Warped,150,1
10/9/2014 0:00,Logistics,Cincinnati OH,Reddoit,Impact,Corrugate,Gap Variation,30,267
10/9/2014 0:00,Logistics,"Bangor, MI",Sanlab,Impact,Corrugate,Misc,60,2670
10/9/2014 0:00,Logistics,"Madison, WI",scotquote,Impact,Corrugate,Cracked,41,0
10/9/2014 0:00,Mechanicals,"Indianapolis, IN",O-job,Rejected,Raw Materials,Foreign Material,0,10947
10/9/2014 0:00,Mechanicals,"Indianapolis, IN",O-tom,No Impact,Raw Materials,Not Certified,0,223
10/9/2014 0:00,Mechanicals,"Indianapolis, IN",Lazap,No Impact,Raw Materials,Not Certified,0,6008
10/9/2014 0:00,Mechanicals,"Indianapolis, IN",Condintex,No Impact,Raw Materials,Not Certified,0,8544
10/9/2014 0:00,Mechanicals,"Indianapolis, IN",Canemedkix,No Impact,Raw Materials,Not Certified,0,20826
10/9/2014 0:00,Mechanicals,"Indianapolis, IN",O-job,No Impact,Raw Materials,Not Certified,0,25632
10/9/2014 0:00,Mechanicals,"Kalamazoo, MI",J-lax,Rejected,Raw Materials,Contamination,0,22660
10/9/2014 0:00,Goods & Services,"Monon, IN",Ronvivalam,Rejected,Raw Materials,Bad Parameters,0,284
10/9/2014 0:00,Logistics,"Milwaukee, Wi",Scotcan,No Impact,Raw Materials,Bad Parameters,0,35600
10/9/2014 0:00,Logistics,"Madison, WI",scotquote,No Impact,Corrugate,Poor Pairing,0,445
10/9/2014 0:00,Logistics,"Madison, WI",Plustax,Rejected,Controllers,Warped,0,2
10/9/2014 0:00,Logistics,"Bangor, MI",D-zohex,Rejected,Batteries,Misc,0,1
10/9/2014 0:00,Logistics,"Bangor, MI",D-zohex,Rejected,Batteries,Print Problems,0,1
10/9/2014 0:00,Logistics,"Madison, WI",Plustax,Rejected,Controllers,Warped,0,0
10/9/2014 0:00,Logistics,"Madison, WI",Plustax,Rejected,Batteries,Tubs Stuck,0,0
10/9/2014 0:00,Logistics,Cincinnati OH,Plustax,Rejected,Batteries,Print Problems,0,0
10/9/2014 0:00,Logistics,"Milwaukee, Wi",Reddoit,No Impact,Corrugate,Wrong Shade of Color,0,0
10/9/2014 0:00,Mechanicals,"Toledo, OH",Fax-ex,No Impact,Raw Materials,Bad Parameters,0,0
10/9/2014 0:00,Goods & Services,"Monon, IN",Ronvivalam,Rejected,Raw Materials,Bad Parameters,0,0
10/9/2014 0:00,Goods & Services,"Monon, IN",Vivazim,Rejected,Raw Materials,Bad Parameters,0,0
10/8/2014 0:00,Logistics,"Bangor, MI",Quotelane,Impact,Labels,Misc,15,1
10/8/2014 0:00,Goods & Services,"Monon, IN",Dentocity,Rejected,Film,Printing Defect,30,15602
10/8/2014 0:00,Mechanicals,"Indianapolis, IN",O-job,Impact,Raw Materials,Out of Spec,0,20292
10/8/2014 0:00,Mechanicals,"Lansing, MI",Ontohatron,No Impact,Raw Materials,Not Certified,0,1780
10/8/2014 0:00,Mechanicals,"Lansing, MI",Singleholdings,No Impact,Raw Materials,Not Certified,0,33393
10/8/2014 0:00,Mechanicals,"Elgin, IL",Zotcare,No Impact,Raw Materials,Bad Parameters,0,28480
10/8/2014 0:00,Mechanicals,"Elgin, IL",Canex,No Impact,Raw Materials,Bad Parameters,0,28480
10/8/2014 0:00,Mechanicals,"Elgin, IL",J-lax,No Impact,Raw Materials,Bad Parameters,0,42720
10/8/2014 0:00,Materials & Components,"Chicago, IL",villahouse,Rejected,Raw Materials,Foreign Material,0,36
10/8/2014 0:00,Materials & Components,"Chicago, IL",Ranmedia,Rejected,Raw Materials,Foreign Material,0,855
10/8/2014 0:00,Materials & Components,"Chicago, IL",Xx-canex,No Impact,Raw Materials,Not Certified,0,4353
10/8/2014 0:00,Logistics,"Bangor, MI",Sanlab,Rejected,Corrugate,Delamination,0,67
10/8/2014 0:00,Mechanicals,"Indianapolis, IN",Subdrill,Rejected,Composites,Wrong Shade of Color,0,71200
10/8/2014 0:00,Mechanicals,"Indianapolis, IN",Subdrill,No Impact,Composites,Wrong Shade of Color,0,90068
10/8/2014 0:00,Logistics,"Bangor, MI",D-zohex,Rejected,Batteries,Bad Print,0,5
10/8/2014 0:00,Logistics,"Bangor, MI",D-zohex,Rejected,Batteries,Print Problems,0,1
10/8/2014 0:00,Logistics,"Bangor, MI",Zuntexon,Rejected,Electrolytes,Incorrect Material,0,1
10/8/2014 0:00,Mechanicals,"Toledo, OH",Scotfase,No Impact,Raw Materials,Not Certified,0,0
10/7/2014 0:00,Logistics,"Naperville, IL",Tamcan,Impact,Electrolytes,Misc,180,5
10/7/2014 0:00,Materials & Components,"Chicago, IL",Ventocore,Impact,Electrolytes,Deformed Parts,346,599
10/7/2014 0:00,Logistics,"Davenport, IA",Solholdings,Rejected,Film,Creases / Wrinkles,10,6878
10/7/2014 0:00,Goods & Services,"Monon, IN",Sanlab,Rejected,Corrugate,Scrap attached,45,294
10/7/2014 0:00,Goods & Services,"Monon, IN",Sanlab,Rejected,Corrugate,Delamination,60,990
10/7/2014 0:00,Materials & Components,"Chicago, IL",Tempfan,No Impact,Raw Materials,Not Certified,0,6408
10/7/2014 0:00,Materials & Components,"Chicago, IL",Scotcan,No Impact,Raw Materials,Bad Parameters,0,44500
10/7/2014 0:00,Logistics,"Naperville, IL",scotquote,Rejected,Corrugate,Warping,0,2492
10/7/2014 0:00,Logistics,"Davenport, IA",Reddoit,Rejected,Corrugate,Poor Pairing,0,28
10/7/2014 0:00,Materials & Components,"Chicago, IL",Dentocity,Rejected,Film,Failed Tension Test,0,5429
10/7/2014 0:00,Materials & Components,"Chicago, IL",Dentocity,Rejected,Film,Wrong Makeup,0,7290
10/7/2014 0:00,Materials & Components,"Chicago, IL",Dentocity,Rejected,Film,Wrong Makeup,0,13457
10/7/2014 0:00,Electrical,"Grand Rapids, MI",ontotam,Rejected,Carton,Printing Defects,0,187
10/7/2014 0:00,Electrical,"Grand Rapids, MI",ontotam,Rejected,Carton,Printing Defects,0,267
10/7/2014 0:00,Electrical,"Grand Rapids, MI",ontotam,Rejected,Carton,Printing Defects,0,356
10/7/2014 0:00,Electrical,"Grand Rapids, MI",ontotam,Rejected,Carton,Printing Defects,0,445
10/7/2014 0:00,Electrical,"Grand Rapids, MI",ontotam,No Impact,Carton,Wrong Fasteners,0,13987
10/7/2014 0:00,Electrical,"Grand Rapids, MI",ontotam,No Impact,Carton,Printing Defects,0,23140
10/7/2014 0:00,Mechanicals,"Green Bay, WI",Quotelane,Rejected,Film,Damaged Rolls,0,8476
10/7/2014 0:00,Mechanicals,"Green Bay, WI",Quotelane,Rejected,Film,Loose Core,0,8476
10/7/2014 0:00,Logistics,"Naperville, IL",Saltfan,Impact,Molds,Other,0,1215
10/7/2014 0:00,Mechanicals,"Indianapolis, IN",Quotelane,Rejected,Film,Split Seams,0,1
10/7/2014 0:00,Logistics,"Davenport, IA",Solholdings,Impact,Film,Wrong Makeup,0,0
10/7/2014 0:00,Materials & Components,"Chicago, IL",Ventocore,No Impact,Electrolytes,Deformed Parts,0,0
10/7/2014 0:00,Goods & Services,"Monon, IN",Zunhouse,Rejected,Raw Materials,Incorrect Material,0,0
10/7/2014 0:00,Mechanicals,"Toledo, OH",Saozoomtex,No Impact,Raw Materials,Not Certified,0,0
10/6/2014 0:00,Logistics,"Davenport, IA",Reddoit,Rejected,Corrugate,Poor Pairing,90,250
10/6/2014 0:00,Logistics,"Bangor, MI",Sanlab,Impact,Corrugate,Delamination,60,89
10/6/2014 0:00,Mechanicals,"Indianapolis, IN",Jaydox,No Impact,Raw Materials,Not Certified,0,2
10/6/2014 0:00,Mechanicals,"Indianapolis, IN",tamplex,No Impact,Raw Materials,Not Certified,0,1140
10/6/2014 0:00,Logistics,"Bangor, MI",Vaiataxon,No Impact,Raw Materials,Integrity Failure,0,20470
10/6/2014 0:00,Mechanicals,"Indianapolis, IN",Quotelane,Rejected,Film,Film Not Sealing,0,479
10/6/2014 0:00,Logistics,"Bangor, MI",Sanin,Rejected,Batteries,Foreign objects found,0,534
10/6/2014 0:00,Logistics,"Bangor, MI",Sanin,Rejected,Controllers,Foreign objects found,0,798
10/6/2014 0:00,Logistics,"Bangor, MI",tampquote,Rejected,Molds,Cut Wires,0,1
10/5/2014 0:00,Packaging,"Rockford, IL",Solholdings,Rejected,Film,Wrong Shade of Color,20,15
10/5/2014 0:00,Packaging,"Joliet, IL",O-ace,Rejected,Electrolytes,Incorrect Dimensions,960,183785
10/5/2014 0:00,Mechanicals,"Indianapolis, IN",Fax-ex,Rejected,Raw Materials,Misc,0,23
10/5/2014 0:00,Mechanicals,"Indianapolis, IN",Singleholdings,Rejected,Raw Materials,Damaged in Transit,0,6408
10/5/2014 0:00,Mechanicals,"Indianapolis, IN",O-job,No Impact,Raw Materials,Foreign Material,0,8544
10/5/2014 0:00,Mechanicals,"Lansing, MI",Lazap,No Impact,Raw Materials,Not Certified,0,16020
10/5/2014 0:00,Logistics,"Bangor, MI",Technodax,Rejected,Molds,Contamination,0,38
10/5/2014 0:00,Mechanicals,"Toledo, OH",Zoodrill,No Impact,Raw Materials,Bad Parameters,0,0
10/5/2014 0:00,Mechanicals,"Toledo, OH",nimlab,No Impact,Raw Materials,Not Certified,0,0
10/5/2014 0:00,Mechanicals,"Toledo, OH",Scotcan,No Impact,Raw Materials,Not Certified,0,0
10/4/2014 0:00,Mechanicals,"Toledo, OH",Daltfax,No Impact,Raw Materials,Not Certified,0,19091
10/4/2014 0:00,Mechanicals,"Toledo, OH",Singleholdings,No Impact,Raw Materials,Not Certified,0,23363
10/4/2014 0:00,Mechanicals,"Toledo, OH",Daltfax,No Impact,Raw Materials,Not Certified,0,24965
10/3/2014 0:00,Logistics,"Naperville, IL",Latgotrax,Rejected,Film,Film Not Intact,480,0
10/3/2014 0:00,Logistics,"Naperville, IL",Quotelane,Rejected,Film,Split Seams,10,1
10/3/2014 0:00,Logistics,Cincinnati OH,Reddoit,Impact,Corrugate,Wrong Fasteners,105,67
10/3/2014 0:00,Logistics,Cincinnati OH,Reddoit,Impact,Corrugate,Errors in Packaging,45,267
10/3/2014 0:00,Logistics,"Naperville, IL",scotquote,Impact,Corrugate,Too Stiff,120,7476
10/3/2014 0:00,Logistics,"Naperville, IL",Quotelane,Rejected,Film,Split Seams,0,4450
10/2/2014 0:00,Logistics,"Naperville, IL",Zentrax,Rejected,Film,Split Seams,80,11570
10/2/2014 0:00,Logistics,Cincinnati OH,Reddoit,Impact,Corrugate,Wrong Fasteners,15,18
10/2/2014 0:00,Logistics,Cincinnati OH,Reddoit,Impact,Corrugate,Delamination,30,23
10/2/2014 0:00,Logistics,Cincinnati OH,Reddoit,Impact,Corrugate,Wrong Fasteners,30,41
10/2/2014 0:00,Logistics,Cincinnati OH,Reddoit,Impact,Corrugate,Wrong Fasteners,120,107
10/2/2014 0:00,Packaging,"Rockford, IL",xx-way,Impact,Corrugate,No Bar Code,35,312
10/2/2014 0:00,Packaging,"Rockford, IL",xx-way,Impact,Corrugate,Too Stiff,25,356
10/2/2014 0:00,Mechanicals,"Toledo, OH",Roundlam,No Impact,Raw Materials,Not Certified,0,8010
10/2/2014 0:00,Mechanicals,"Toledo, OH",Singleholdings,No Impact,Raw Materials,Not Certified,0,23363
10/2/2014 0:00,Goods & Services,"Monon, IN",Y-zoom,No Impact,Raw Materials,Not Certified,0,4442
10/2/2014 0:00,Electrical,"Grand Rapids, MI",Reddoit,Rejected,Corrugate,Warping,0,1311
10/2/2014 0:00,Mechanicals,"Elgin, IL",Recode,Rejected,Carton,Wrong Cut,0,623
10/2/2014 0:00,Electrical,"Grand Rapids, MI",ontotam,Rejected,Carton,Wrong Fasteners,0,9457
10/2/2014 0:00,Electrical,"Grand Rapids, MI",ontotam,Rejected,Carton,Wrong Fasteners,0,25566
10/2/2014 0:00,Mechanicals,"Toledo, OH",Saozoomtex,No Impact,Raw Materials,Not Certified,0,0
10/2/2014 0:00,Goods & Services,"Monon, IN",Scotcan,No Impact,Raw Materials,Not Certified,0,0
10/2/2014 0:00,Goods & Services,"Monon, IN",Villacom,No Impact,Raw Materials,Not Certified,0,0
10/2/2014 0:00,Goods & Services,"Monon, IN",betaity,No Impact,Raw Materials,Not Certified,0,0
10/2/2014 0:00,Goods & Services,"Monon, IN",Canphase,No Impact,Raw Materials,Not Certified,0,0
10/2/2014 0:00,Goods & Services,"Monon, IN",Dingfax,No Impact,Raw Materials,Not Certified,0,0
10/1/2014 0:00,Materials & Components,"Chicago, IL",Quotelane,Impact,Labels,Wrong Shade of Color,3,0
10/1/2014 0:00,Materials & Components,"Chicago, IL",Trio-dax,Impact,Glass,Packaging Damaged,5,0
10/1/2014 0:00,Materials & Components,"Chicago, IL",Ventocore,Impact,Electrolytes,Deformed Parts,60,0
10/1/2014 0:00,Logistics,"Madison, WI",Plustax,Impact,Batteries,Bubbling,60,5
10/1/2014 0:00,Mechanicals,"Green Bay, WI",Quotelane,Impact,Film,Film Not Sealing,15,4237
10/1/2014 0:00,Logistics,"Bangor, MI",Quotelane,Impact,Labels,Mixed Product,30,5525
10/1/2014 0:00,Packaging,"Detriot, MI",Ganjazone,Impact,Electrolytes,Bad Fit,20,18423
10/1/2014 0:00,Packaging,"Northbrook, IL",Keyzunbase,Impact,Molds,Mixed Product,15,810
10/1/2014 0:00,Packaging,"Northbrook, IL",Planethouse,Impact,Hardware,Missing Components,10,1691
10/1/2014 0:00,Logistics,"Davenport, IA",Solholdings,Rejected,Film,Creases / Wrinkles,10,705
10/1/2014 0:00,Logistics,"Davenport, IA",Solholdings,Rejected,Film,Creases / Wrinkles,30,8844
10/1/2014 0:00,Packaging,"Detriot, MI",Ganjazone,Rejected,Electrolytes,Short Walls,20,2893
10/1/2014 0:00,Packaging,"Detriot, MI",Ganjazone,Rejected,Electrolytes,Short Walls,20,12282
